"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"pfa00564","pfa00564","Glycerophospholipid metabolism",17,0.477674212826594,1.25479810816507,0.191360821628153,0.601149739939776,0.544901811056522,706,"tags=29%, list=21%, signal=23%","PF3D7_0629300/PF3D7_1347700/PF3D7_0927900/PF3D7_1366800/PF3D7_0930500"
"pfa00480","pfa00480","Glutathione metabolism",12,-0.449674275650339,-1.22608509881577,0.200383246646592,0.601149739939776,0.544901811056522,1198,"tags=67%, list=36%, signal=43%","PF3D7_1212000/PF3D7_1129000/PF3D7_0512200/PF3D7_1405600/PF3D7_1015800/PF3D7_1446200/PF3D7_0918900/PF3D7_0802200"
"pfa03008","pfa03008","Ribosome biogenesis in eukaryotes",31,0.399357616830958,1.19421661956293,0.221257526957009,0.612713151573255,0.555383266045933,866,"tags=42%, list=26%, signal=31%","PF3D7_1118500/PF3D7_1417500/PF3D7_0802300/PF3D7_0818400/PF3D7_0106700/PF3D7_0729300/PF3D7_1108400/PF3D7_1423000/PF3D7_1106300/PF3D7_0818800/PF3D7_0418700/PF3D7_1230900/PF3D7_0814300"
"pfa03440","pfa03440","Homologous recombination",14,-0.410894179700122,-1.16902188073302,0.238674971687429,0.613735641481961,0.556310084384234,526,"tags=43%, list=16%, signal=36%","PF3D7_1107400/PF3D7_0107800/PF3D7_1442100/PF3D7_1411400/PF3D7_0308000/PF3D7_0918600"
"pfa04120","pfa04120","Ubiquitin mediated proteolysis",19,-0.362654471350868,-1.12038251275125,0.285974499089253,0.686338797814208,0.622119962931007,498,"tags=21%, list=15%, signal=18%","PF3D7_0527100/PF3D7_0707700/PF3D7_0624500/PF3D7_0319300"
"pfa03015","pfa03015","mRNA surveillance pathway",21,-0.325101874904932,-1.0311641571351,0.396805512057626,0.892812402129659,0.809274399591211,617,"tags=38%, list=19%, signal=31%","PF3D7_0923900/PF3D7_1209000/PF3D7_0422700/PF3D7_0821600/PF3D7_0925400/PF3D7_1406000/PF3D7_1356400/PF3D7_0109200"
"pfa00230","pfa00230","Purine metabolism",18,-0.327903960704871,-0.995703602678025,0.464393482196741,0.983421491710746,0.891405445702723,938,"tags=50%, list=29%, signal=36%","PF3D7_1029600/PF3D7_1405600/PF3D7_1354500/PF3D7_1015800/PF3D7_1008900/PF3D7_0720800/PF3D7_1037100/PF3D7_1366500/PF3D7_1012600"
"pfa01200","pfa01200","Carbon metabolism",35,-0.268278804434606,-0.96887417890008,0.50219298245614,0.990847913862719,0.898136997945739,620,"tags=26%, list=19%, signal=21%","PF3D7_1022500/PF3D7_0610800/PF3D7_0927300/PF3D7_1034400/PF3D7_1235600/PF3D7_1212800/PF3D7_1320800/PF3D7_1037100/PF3D7_1219900"
"pfa01100","pfa01100","Metabolic pathways",184,-0.201149863045353,-0.985418469163055,0.525052192066806,0.990847913862719,0.898136997945739,887,"tags=33%, list=27%, signal=26%","PF3D7_0512200/PF3D7_0512700/PF3D7_1462800/PF3D7_0912400/PF3D7_1405600/PF3D7_0802000/PF3D7_0922600/PF3D7_1354500/PF3D7_1015800/PF3D7_0511800/PF3D7_1025100/PF3D7_0911000/PF3D7_0303700/PF3D7_0922500/PF3D7_1008900/PF3D7_0604700/PF3D7_1446200/PF3D7_0519200/PF3D7_1435000/PF3D7_1420900/PF3D7_0731600/PF3D7_0918900/PF3D7_0927800/PF3D7_0217100/PF3D7_1022500/PF3D7_0309500/PF3D7_0623200/PF3D7_0610800/PF3D7_1205700/PF3D7_0927300/PF3D7_1311300/PF3D7_0705900/PF3D7_1023200/PF3D7_1034400/PF3D7_1355300/PF3D7_1235600/PF3D7_1467300/PF3D7_1306600/PF3D7_0720800/PF3D7_1212800/PF3D7_0802200/PF3D7_1462700/PF3D7_0926700/PF3D7_1224000/PF3D7_1320800/PF3D7_1037100/PF3D7_1366500/PF3D7_1122100/PF3D7_0810800/PF3D7_1012600/PF3D7_1426900/PF3D7_0515300/PF3D7_1235700/PF3D7_0616000/PF3D7_1324800/PF3D7_1147700/PF3D7_0603300/PF3D7_1219900/PF3D7_1111500/PF3D7_1036800/PF3D7_1205100"
"pfa00970","pfa00970","Aminoacyl-tRNA biosynthesis",29,-0.271518480292397,-0.939692346892417,0.550471063257066,0.990847913862719,0.898136997945739,915,"tags=34%, list=28%, signal=25%","PF3D7_0828200/PF3D7_1350100/PF3D7_1336900/PF3D7_1218600/PF3D7_0509600/PF3D7_1213800/PF3D7_1216000/PF3D7_0410100/PF3D7_0934000/PF3D7_1205100"
"pfa04145","pfa04145","Phagosome",23,-0.279096072160135,-0.907708986599362,0.606060606060606,0.995481655521417,0.902337173133448,755,"tags=30%, list=23%, signal=24%","PF3D7_0519200/PF3D7_0903700/PF3D7_0821800/PF3D7_1306600/PF3D7_0903200/PF3D7_0320100/PF3D7_0515300"
"pfa03420","pfa03420","Nucleotide excision repair",27,-0.268678843330755,-0.908572208683882,0.608349900596421,0.995481655521417,0.902337173133448,442,"tags=26%, list=13%, signal=23%","PF3D7_1442100/PF3D7_1234300/PF3D7_1463700/PF3D7_1314900/PF3D7_1411400/PF3D7_0308000/PF3D7_1011700"
"pfa03030","pfa03030","DNA replication",27,-0.256775400022273,-0.868319177802635,0.6779324055666,0.999491611591256,0.905971928635349,442,"tags=44%, list=13%, signal=39%","PF3D7_0411900/PF3D7_1226600/PF3D7_1463200/PF3D7_0218000/PF3D7_0630300/PF3D7_1438700/PF3D7_1417800/PF3D7_1442100/PF3D7_0910900/PF3D7_1234300/PF3D7_1411400/PF3D7_0308000"
"pfa03040","pfa03040","Spliceosome",68,-0.214717157559776,-0.897158647504216,0.698501872659176,0.999491611591256,0.905971928635349,797,"tags=32%, list=24%, signal=25%","PF3D7_1123900/PF3D7_0725200/PF3D7_1461600/PF3D7_0409100/PF3D7_1248200/PF3D7_1030100/PF3D7_0822300/PF3D7_0922700/PF3D7_0422700/PF3D7_1364300/PF3D7_1350200/PF3D7_1325000/PF3D7_1243100/PF3D7_0323700/PF3D7_1125500/PF3D7_1406000/PF3D7_1119300/PF3D7_0619900/PF3D7_0935000/PF3D7_0829300/PF3D7_0819900/PF3D7_0909800"
"pfa03018","pfa03018","RNA degradation",24,0.293630115338727,0.831660960826976,0.707578611795392,0.999491611591256,0.905971928635349,839,"tags=38%, list=25%, signal=28%","PF3D7_1445500/PF3D7_1107000/PF3D7_1015600/PF3D7_0602100/PF3D7_1106300/PF3D7_1134000/PF3D7_1224300/PF3D7_0811300/PF3D7_0507600"
"pfa03060","pfa03060","Protein export",12,-0.272949069838365,-0.744224887626594,0.81522036682179,0.999491611591256,0.905971928635349,2397,"tags=100%, list=73%, signal=27%","PF3D7_1246800/PF3D7_1438100/PF3D7_0210000/PF3D7_1450100/PF3D7_1366600/PF3D7_0917900/PF3D7_0904400/PF3D7_1346100/PF3D7_1331300/PF3D7_0821800/PF3D7_1216300"
"pfa03020","pfa03020","RNA polymerase",17,0.278734329800839,0.73220471259084,0.822836429542365,0.999491611591256,0.905971928635349,1074,"tags=47%, list=33%, signal=32%","PF3D7_1307600/PF3D7_1472700/PF3D7_0303300/PF3D7_1364800/PF3D7_0708100/PF3D7_1134700/PF3D7_0215700/PF3D7_0509400"
"pfa03410","pfa03410","Base excision repair",13,-0.241425183484831,-0.671949240661827,0.899330730619074,0.999491611591256,0.905971928635349,954,"tags=46%, list=29%, signal=33%","PF3D7_0630300/PF3D7_0614800/PF3D7_1129500/PF3D7_1234300/PF3D7_1411400/PF3D7_0308000"
"pfa04141","pfa04141","Protein processing in endoplasmic reticulum",40,-0.195082387870918,-0.728049545727243,0.91998483124763,0.999491611591256,0.905971928635349,597,"tags=20%, list=18%, signal=17%","PF3D7_0524800/PF3D7_0728000/PF3D7_1226800/PF3D7_0821800/PF3D7_0707700/PF3D7_1032500/PF3D7_1304500/PF3D7_1011700"
"pfa00030","pfa00030","Pentose phosphate pathway",12,0.255740250531093,0.61697481985265,0.928965191368719,0.999491611591256,0.905971928635349,1070,"tags=42%, list=33%, signal=28%","PF3D7_0514600/PF3D7_1012500/PF3D7_1325100/PF3D7_1436000/PF3D7_1444800"
"pfa03013","pfa03013","RNA transport",42,-0.191459500191901,-0.721075047767196,0.929457364341085,0.999491611591256,0.905971928635349,583,"tags=26%, list=18%, signal=22%","PF3D7_0728000/PF3D7_1007900/PF3D7_0725200/PF3D7_1209000/PF3D7_0422700/PF3D7_0815200/PF3D7_0315100/PF3D7_1406000/PF3D7_1250600/PF3D7_0627900/PF3D7_0709600"
"pfa00240","pfa00240","Pyrimidine metabolism",17,-0.209946002926763,-0.630568334421337,0.939367051168293,0.999491611591256,0.905971928635349,1026,"tags=47%, list=31%, signal=33%","PF3D7_1410200/PF3D7_0417200/PF3D7_0512700/PF3D7_1405600/PF3D7_1015800/PF3D7_1023200/PF3D7_1366500/PF3D7_0603300"
"pfa01230","pfa01230","Biosynthesis of amino acids",25,0.211078379958359,0.602259467970463,0.960710674563051,0.999491611591256,0.905971928635349,240,"tags=8%, list=7%, signal=7%","PF3D7_0204500/PF3D7_0514600"
"pfa03430","pfa03430","Mismatch repair",19,0.186538977780706,0.502552225858531,0.9876267143709,0.999491611591256,0.905971928635349,923,"tags=26%, list=28%, signal=19%","PF3D7_1427500/PF3D7_0726300/PF3D7_0725000/PF3D7_1241700/PF3D7_0514100"
"pfa00010","pfa00010","Glycolysis / Gluconeogenesis",15,-0.173382173382173,-0.502174370760262,0.990767455279862,0.999491611591256,0.905971928635349,2724,"tags=47%, list=83%, signal=8%","PF3D7_0624000/PF3D7_0626800/PF3D7_0627800/PF3D7_1439900/PF3D7_1462800/PF3D7_0922500/PF3D7_1037100"
"pfa01110","pfa01110","Biosynthesis of secondary metabolites",76,-0.13242095297164,-0.564287945369159,0.999491611591256,0.999491611591256,0.905971928635349,999,"tags=34%, list=30%, signal=24%","PF3D7_1357900/PF3D7_1439900/PF3D7_1469600/PF3D7_1108500/PF3D7_1212500/PF3D7_1462800/PF3D7_0511800/PF3D7_0303700/PF3D7_0922500/PF3D7_1008900/PF3D7_1435000/PF3D7_1420900/PF3D7_0826400/PF3D7_1022500/PF3D7_0309500/PF3D7_0610800/PF3D7_0927300/PF3D7_1034400/PF3D7_1235600/PF3D7_1467300/PF3D7_1212800/PF3D7_0802200/PF3D7_1320800/PF3D7_1037100/PF3D7_1366500/PF3D7_1219900"
