"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"pfa04146","pfa04146","Peroxisome",12,0.628781993679795,1.46555608226875,0.0461335095836087,0.150982395000901,0.110367247807676,322,"tags=33%, list=10%, signal=30%","PF3D7_1200700/PF3D7_1479000/PF3D7_0215300/PF3D7_0401900"
"pfa00190","pfa00190","Oxidative phosphorylation",27,-0.374249119052572,-1.39719490870725,0.0585858585858586,0.170583151151558,0.124695285929502,901,"tags=44%, list=27%, signal=33%","PF3D7_0705900/PF3D7_1464700/PF3D7_1435000/PF3D7_0927800/PF3D7_0721900/PF3D7_1147700/PF3D7_1426900/PF3D7_1341900/PF3D7_1462700/PF3D7_1235700/PF3D7_0519200/PF3D7_1034400"
"pfa01212","pfa01212","Fatty acid metabolism",12,0.613105354867376,1.42901719662634,0.0615994712491738,0.170583151151558,0.124695285929502,462,"tags=42%, list=14%, signal=36%","PF3D7_1200700/PF3D7_1479000/PF3D7_0215300/PF3D7_0401900/PF3D7_0511200"
"pfa00480","pfa00480","Glutathione metabolism",12,-0.494886035252889,-1.44312515032028,0.0915059499384489,0.23530101412744,0.172003665297836,1127,"tags=67%, list=34%, signal=44%","PF3D7_0512200/PF3D7_1454700/PF3D7_1212000/PF3D7_1453800/PF3D7_0918900/PF3D7_1405600/PF3D7_1446200/PF3D7_0802200"
"pfa03013","pfa03013","RNA transport",42,-0.294970418719789,-1.23296046819283,0.112634671890304,0.270323212536729,0.197604687526849,1195,"tags=57%, list=36%, signal=37%","PF3D7_0302900/PF3D7_1209000/PF3D7_0925800/PF3D7_1357100/PF3D7_1007900/PF3D7_1120500/PF3D7_0709600/PF3D7_1143400/PF3D7_0815600/PF3D7_0209800/PF3D7_0505800/PF3D7_0716800/PF3D7_0729300/PF3D7_1468700/PF3D7_0528200/PF3D7_1326400/PF3D7_0918300/PF3D7_0315100/PF3D7_1357000/PF3D7_1410600/PF3D7_0627900/PF3D7_0422700/PF3D7_0725200/PF3D7_1406000"
"pfa00240","pfa00240","Pyrimidine metabolism",17,-0.394228044861717,-1.28112883857241,0.14228255404726,0.320135746606335,0.234017358630362,952,"tags=65%, list=29%, signal=46%","PF3D7_1410200/PF3D7_1308200/PF3D7_0520600/PF3D7_0512700/PF3D7_1251300/PF3D7_1405600/PF3D7_1023200/PF3D7_0513300/PF3D7_1127100/PF3D7_1366500/PF3D7_0603300"
"pfa03018","pfa03018","RNA degradation",24,-0.344725541528114,-1.24938306881361,0.152743142144638,0.323456065718058,0.23644449248396,607,"tags=33%, list=18%, signal=27%","PF3D7_1134000/PF3D7_1325000/PF3D7_0602100/PF3D7_1107000/PF3D7_1015600/PF3D7_0519500/PF3D7_1015900/PF3D7_0819900"
"pfa00020","pfa00020","Citrate cycle (TCA cycle)",13,-0.408436796466193,-1.21875796905463,0.206136560069144,0.412273120138289,0.30136923986717,345,"tags=31%, list=10%, signal=28%","PF3D7_1320800/PF3D7_1342800/PF3D7_1108500/PF3D7_1034400"
"pfa00970","pfa00970","Aminoacyl-tRNA biosynthesis",29,-0.299577038858649,-1.14172515577279,0.249818971759594,0.473341209649758,0.346009656176724,764,"tags=31%, list=23%, signal=24%","PF3D7_1213800/PF3D7_0934000/PF3D7_0509600/PF3D7_1357200/PF3D7_0102900/PF3D7_1461900/PF3D7_0410100/PF3D7_1420400/PF3D7_1350100"
"pfa03020","pfa03020","RNA polymerase",17,-0.319507890218651,-1.03830962217343,0.379587732528909,0.683257918552036,0.499457542801196,755,"tags=47%, list=23%, signal=36%","PF3D7_0509400/PF3D7_1027400/PF3D7_0303300/PF3D7_1143300/PF3D7_0110400/PF3D7_0708100/PF3D7_1213700/PF3D7_1304900"
"pfa00620","pfa00620","Pyruvate metabolism",14,-0.32752116976845,-0.998861761166007,0.440739071653898,0.755552694263825,0.552304601070048,983,"tags=57%, list=30%, signal=40%","PF3D7_1111500/PF3D7_1205700/PF3D7_0627800/PF3D7_0626800/PF3D7_1037100/PF3D7_0406400/PF3D7_1113700/PF3D7_1342800"
"pfa03410","pfa03410","Base excision repair",13,0.419557634419455,0.997913995971231,0.492455775234131,0.805836723110396,0.589061932098243,345,"tags=23%, list=10%, signal=21%","PF3D7_0614800/PF3D7_0625300/PF3D7_0408500"
"pfa04145","pfa04145","Phagosome",23,-0.249209935545689,-0.8902300940072,0.631482611348383,0.971126082771896,0.709887487406357,660,"tags=30%, list=20%, signal=25%","PF3D7_0721900/PF3D7_0903200/PF3D7_0821800/PF3D7_1341900/PF3D7_0519200/PF3D7_0320100/PF3D7_0903700"
"pfa03015","pfa03015","mRNA surveillance pathway",21,-0.248217763553318,-0.864130932122732,0.676120249574589,0.971126082771896,0.709887487406357,455,"tags=24%, list=14%, signal=21%","PF3D7_0923900/PF3D7_0925400/PF3D7_0422700/PF3D7_0725200/PF3D7_1406000"
"pfa04120","pfa04120","Ubiquitin mediated proteolysis",19,-0.247292552035497,-0.835662102082487,0.717921527041357,0.971126082771896,0.709887487406357,722,"tags=37%, list=22%, signal=29%","PF3D7_0527100/PF3D7_1365900/PF3D7_1203900/PF3D7_0308600/PF3D7_1367000/PF3D7_1402500/PF3D7_0319100"
"pfa00250","pfa00250","Alanine, aspartate and glutamate metabolism",10,-0.289011990201951,-0.79356218674649,0.734640030154542,0.971126082771896,0.709887487406357,954,"tags=60%, list=29%, signal=43%","PF3D7_0309500/PF3D7_1308200/PF3D7_0802000/PF3D7_0922600/PF3D7_1025100/PF3D7_0204500"
"pfa00564","pfa00564","Glycerophospholipid metabolism",17,0.296779450000172,0.749496170109098,0.808935479845251,0.971126082771896,0.709887487406357,1476,"tags=53%, list=45%, signal=29%","PF3D7_0629300/PF3D7_0303200/PF3D7_1347700/PF3D7_0306400/PF3D7_1124600/PF3D7_1471400/PF3D7_1401800/PF3D7_1316600/PF3D7_0930500"
"pfa03060","pfa03060","Protein export",12,0.312895238781531,0.729291749634179,0.8216787838731,0.971126082771896,0.709887487406357,1019,"tags=42%, list=31%, signal=29%","PF3D7_1216300/PF3D7_1438100/PF3D7_1246800/PF3D7_1318800/PF3D7_0917900"
"pfa03440","pfa03440","Homologous recombination",14,0.276501277268886,0.669278448622023,0.882436078632918,0.971126082771896,0.709887487406357,363,"tags=14%, list=11%, signal=13%","PF3D7_0625300/PF3D7_0721800"
"pfa03430","pfa03430","Mismatch repair",19,-0.190247104529208,-0.642891562958048,0.950689289501591,0.971126082771896,0.709887487406357,747,"tags=32%, list=23%, signal=25%","PF3D7_0505500/PF3D7_1017000/PF3D7_0308000/PF3D7_1442100/PF3D7_1226600/PF3D7_1111100"
"pfa03420","pfa03420","Nucleotide excision repair",27,0.220304118992057,0.609105819200152,0.951626159445814,0.971126082771896,0.709887487406357,333,"tags=11%, list=10%, signal=10%","PF3D7_0625300/PF3D7_1463700/PF3D7_0206000"
"pfa03030","pfa03030","DNA replication",27,0.2170709648608,0.600166662707166,0.956909709991781,0.971126082771896,0.709887487406357,717,"tags=19%, list=22%, signal=15%","PF3D7_0625300/PF3D7_0408500/PF3D7_0910900/PF3D7_0218000/PF3D7_0705400"
"pfa03050","pfa03050","Proteasome",34,-0.169958005827807,-0.675246780880189,0.963414634146341,0.971126082771896,0.709887487406357,1008,"tags=35%, list=31%, signal=25%","PF3D7_0907700/PF3D7_1011400/PF3D7_0931800/PF3D7_0312300/PF3D7_0518300/PF3D7_1129200/PF3D7_1474800/PF3D7_0807800/PF3D7_0317000/PF3D7_1353900/PF3D7_1353800/PF3D7_0727400"
"pfa04144","pfa04144","Endocytosis",17,-0.185221109671241,-0.60191584085664,0.966314731020613,0.971126082771896,0.709887487406357,821,"tags=41%, list=25%, signal=31%","PF3D7_1244600/PF3D7_1457500/PF3D7_0818900/PF3D7_0903200/PF3D7_1020900/PF3D7_0906100/PF3D7_0217300"
"pfa03008","pfa03008","Ribosome biogenesis in eukaryotes",31,0.204705396309856,0.580448954955352,0.967619703754736,0.971126082771896,0.709887487406357,612,"tags=13%, list=19%, signal=11%","PF3D7_0802300/PF3D7_1118500/PF3D7_1410900/PF3D7_0420100"
"pfa04141","pfa04141","Protein processing in endoplasmic reticulum",40,-0.165144749709757,-0.67828354459452,0.971126082771896,0.971126082771896,0.709887487406357,771,"tags=25%, list=23%, signal=19%","PF3D7_0416800/PF3D7_0818900/PF3D7_1203900/PF3D7_1116600/PF3D7_0821800/PF3D7_0708400/PF3D7_1367000/PF3D7_1304500/PF3D7_0524800/PF3D7_0319100"
