"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"pfa03015","pfa03015","mRNA surveillance pathway",19,-0.412760102959124,-1.23756828512135,0.182821118991332,0.54978393156363,0.498342160189255,720,"tags=42%, list=22%, signal=33%","PF3D7_0725200/PF3D7_0422700/PF3D7_0821600/PF3D7_0925400/PF3D7_0923900/PF3D7_1406000/PF3D7_1356400/PF3D7_0109200"
"pfa03440","pfa03440","Homologous recombination",14,-0.445959410101194,-1.22710002951589,0.212606303151576,0.54978393156363,0.498342160189255,548,"tags=29%, list=17%, signal=24%","PF3D7_1107400/PF3D7_1411400/PF3D7_0918600/PF3D7_0308000"
"pfa04144","pfa04144","Endocytosis",19,-0.398363324065603,-1.1944027833231,0.216968741791437,0.54978393156363,0.498342160189255,935,"tags=42%, list=28%, signal=30%","PF3D7_1457500/PF3D7_0906100/PF3D7_1244600/PF3D7_0816200/PF3D7_1441800/PF3D7_0903200/PF3D7_0528500/PF3D7_0217300"
"pfa00564","pfa00564","Glycerophospholipid metabolism",17,0.457617977007889,1.20946452315152,0.223963434541299,0.54978393156363,0.498342160189255,324,"tags=18%, list=10%, signal=16%","PF3D7_0629300/PF3D7_1347700/PF3D7_0930500"
"pfa01200","pfa01200","Carbon metabolism",36,-0.325856400046298,-1.14775704565391,0.238352870453862,0.54978393156363,0.498342160189255,622,"tags=28%, list=19%, signal=23%","PF3D7_0927300/PF3D7_0922500/PF3D7_0610800/PF3D7_1235600/PF3D7_1212800/PF3D7_1450900/PF3D7_1320800/PF3D7_1037100/PF3D7_1132900/PF3D7_1219900"
"pfa03008","pfa03008","Ribosome biogenesis in eukaryotes",34,0.375378874451915,1.16359229037869,0.246596066565809,0.54978393156363,0.498342160189255,1006,"tags=44%, list=31%, signal=31%","PF3D7_1431300/PF3D7_1118500/PF3D7_0729300/PF3D7_1417500/PF3D7_0418700/PF3D7_1448000/PF3D7_0818400/PF3D7_0106700/PF3D7_0818800/PF3D7_1108400/PF3D7_1106300/PF3D7_1008800/PF3D7_1332800/PF3D7_0814300/PF3D7_1230900"
"pfa03410","pfa03410","Base excision repair",13,-0.438049907766684,-1.17560230575541,0.259620189905047,0.54978393156363,0.498342160189255,840,"tags=54%, list=26%, signal=40%","PF3D7_1017000/PF3D7_1226600/PF3D7_0614800/PF3D7_1234300/PF3D7_1129500/PF3D7_1411400/PF3D7_0308000"
"pfa00230","pfa00230","Purine metabolism",19,-0.378747490672647,-1.13558912105461,0.283425269240872,0.566850538481744,0.513811891606259,907,"tags=47%, list=28%, signal=35%","PF3D7_1029600/PF3D7_1405600/PF3D7_1015800/PF3D7_0720800/PF3D7_1354500/PF3D7_1012600/PF3D7_1037100/PF3D7_1360500/PF3D7_1366500"
"pfa04145","pfa04145","Phagosome",23,-0.342158905684616,-1.07196799036862,0.349795361527967,0.659274769201485,0.597588241089065,771,"tags=35%, list=23%, signal=27%","PF3D7_0519200/PF3D7_1341900/PF3D7_0903700/PF3D7_0821800/PF3D7_0320100/PF3D7_1306600/PF3D7_0903200/PF3D7_0515300"
"pfa00480","pfa00480","Glutathione metabolism",13,-0.39566867501259,-1.06186303983367,0.369815092453773,0.659274769201485,0.597588241089065,944,"tags=54%, list=29%, signal=39%","PF3D7_1454700/PF3D7_1405600/PF3D7_1015800/PF3D7_0512200/PF3D7_1129000/PF3D7_1446200/PF3D7_0802200"
"pfa01212","pfa01212","Fatty acid metabolism",14,0.423606963381671,1.06624702785741,0.384576948700866,0.659274769201485,0.597588241089065,275,"tags=29%, list=8%, signal=26%","PF3D7_1479000/PF3D7_1200700/PF3D7_0605900/PF3D7_0215000"
"pfa03420","pfa03420","Nucleotide excision repair",27,-0.313071556747973,-1.02642944346648,0.408226077224398,0.668006308185379,0.605502793969203,293,"tags=19%, list=9%, signal=17%","PF3D7_1411400/PF3D7_1314900/PF3D7_0218000/PF3D7_1011700/PF3D7_0308000"
"pfa04146","pfa04146","Peroxisome",12,0.415675578557146,1.00993969987204,0.450765864332604,0.705546570259728,0.639530516902093,798,"tags=50%, list=24%, signal=38%","PF3D7_1479000/PF3D7_1200700/PF3D7_0215000/PF3D7_0525100/PF3D7_1345700/PF3D7_0215300"
"pfa00030","pfa00030","Pentose phosphate pathway",11,-0.357106770894321,-0.91259651326304,0.561687515329899,0.814192343604108,0.738010603851677,515,"tags=36%, list=16%, signal=31%","PF3D7_1454700/PF3D7_0610800/PF3D7_1021600/PF3D7_1219900"
"pfa03020","pfa03020","RNA polymerase",19,-0.305061535442233,-0.914658365881638,0.56842658261098,0.814192343604108,0.738010603851677,187,"tags=26%, list=6%, signal=25%","PF3D7_0110400/PF3D7_1143300/PF3D7_1213700/PF3D7_1359200/PF3D7_1415200"
"pfa00020","pfa00020","Citrate cycle (TCA cycle)",13,-0.330689537133466,-0.887477375181544,0.608945527236382,0.814192343604108,0.738010603851677,1313,"tags=54%, list=40%, signal=33%","PF3D7_0820700/PF3D7_1022500/PF3D7_1342800/PF3D7_1034400/PF3D7_0927300/PF3D7_1212800/PF3D7_1320800"
"pfa03013","pfa03013","RNA transport",42,-0.250543274616889,-0.915644921397745,0.610644257703081,0.814192343604108,0.738010603851677,871,"tags=26%, list=26%, signal=20%","PF3D7_0725200/PF3D7_1007900/PF3D7_0728000/PF3D7_0422700/PF3D7_0315100/PF3D7_0815200/PF3D7_1250600/PF3D7_1406000/PF3D7_0627900/PF3D7_0709600/PF3D7_1469000"
"pfa00240","pfa00240","Pyrimidine metabolism",17,-0.300082797871279,-0.871898557703639,0.634932920536636,0.816342326404246,0.739959418670515,912,"tags=41%, list=28%, signal=30%","PF3D7_0111500/PF3D7_1405600/PF3D7_1015800/PF3D7_0417200/PF3D7_1023200/PF3D7_1366500/PF3D7_0603300"
"pfa00970","pfa00970","Aminoacyl-tRNA biosynthesis",29,-0.259067292580024,-0.864496068264129,0.681142857142857,0.845556650246305,0.766440238527353,461,"tags=31%, list=14%, signal=27%","PF3D7_0925300/PF3D7_1332900/PF3D7_0807900/PF3D7_1213800/PF3D7_1336900/PF3D7_0828200/PF3D7_1216000/PF3D7_0934000/PF3D7_1205100"
"pfa00010","pfa00010","Glycolysis / Gluconeogenesis",15,-0.286455155582672,-0.802128086050379,0.73343449671219,0.856859604972165,0.776685606846115,2355,"tags=100%, list=72%, signal=29%","PF3D7_1436000/PF3D7_1444800/PF3D7_0915400/PF3D7_1120100/PF3D7_1015900/PF3D7_1232200/PF3D7_0624000/PF3D7_0626800/PF3D7_0627800/PF3D7_1342800/PF3D7_1439900/PF3D7_1462800/PF3D7_0922500/PF3D7_1037100"
"pfa03430","pfa03430","Mismatch repair",19,-0.271167307012854,-0.813034149170431,0.737851326503809,0.856859604972165,0.776685606846115,182,"tags=11%, list=6%, signal=10%","PF3D7_0218000/PF3D7_0308000"
"pfa03060","pfa03060","Protein export",14,-0.274473924977127,-0.755241292844005,0.791145572786393,0.890038769384692,0.806760288038756,2394,"tags=100%, list=73%, signal=27%","PF3D7_1318800/PF3D7_1433600/PF3D7_1366600/PF3D7_0917900/PF3D7_1438100/PF3D7_1246800/PF3D7_1450100/PF3D7_0210000/PF3D7_1346100/PF3D7_0904400/PF3D7_1216300/PF3D7_0821800/PF3D7_1331300"
"pfa01110","pfa01110","Biosynthesis of secondary metabolites",80,-0.203969821112916,-0.845725129344997,0.821128909229596,0.895776991886832,0.811961600833093,622,"tags=21%, list=19%, signal=18%","PF3D7_0927300/PF3D7_0922500/PF3D7_1212500/PF3D7_0802200/PF3D7_0610800/PF3D7_1235600/PF3D7_1212800/PF3D7_0607500/PF3D7_1420900/PF3D7_1450900/PF3D7_1320800/PF3D7_1037100/PF3D7_1366500/PF3D7_1132900/PF3D7_1219900/PF3D7_1331600/PF3D7_0826400"
"pfa04141","pfa04141","Protein processing in endoplasmic reticulum",40,-0.192693671028716,-0.696254668435464,0.942655627108249,0.969828106489036,0.879083956174272,1273,"tags=42%, list=39%, signal=26%","PF3D7_1226800/PF3D7_0416800/PF3D7_1116600/PF3D7_1136800/PF3D7_0711000/PF3D7_0627300/PF3D7_1113400/PF3D7_0708400/PF3D7_0707700/PF3D7_0319100/PF3D7_0728000/PF3D7_1203900/PF3D7_0524800/PF3D7_1304500/PF3D7_0821800/PF3D7_1032500/PF3D7_1011700"
"pfa03018","pfa03018","RNA degradation",26,0.217942206283179,0.636761039528959,0.94288843686434,0.969828106489036,0.879083956174272,900,"tags=35%, list=27%, signal=25%","PF3D7_0602100/PF3D7_1445500/PF3D7_1015600/PF3D7_1107000/PF3D7_0811300/PF3D7_1134000/PF3D7_0507600/PF3D7_1106300/PF3D7_1224300"
"pfa01230","pfa01230","Biosynthesis of amino acids",24,0.193434329444822,0.556614873332558,0.978733459357278,0.978733459357278,0.887156059651334,305,"tags=8%, list=9%, signal=8%","PF3D7_0204500/PF3D7_1435300"
